Doctor Name,Years of Experience,PMC Verified,Type,About,Services,Education and Certification,Experience,Clinic Name,Clinic Address,Clinic Fees,Clinic Schedule,Consultation,Consultation Fees,Consultation Schedule,Page Url
Prof. Dr. Akhtar Memon,33 Year,Yes,Gastroenterologist,"Prof. Dr. Akhtar Memon  is a Gastroenterologist and Infertility Consultant. He is having over 32 years of experience in the field of Gastroenterology and Infertility. He practices at  Taj Medical Complex . His field of interest includes Acid Peptic Disease (APD), Black Stools, Bleeding Mouth, Chronic Diarrhea, Colonoscopy, Diabetes Management, Dysphagia, Endoscopy, Gallbladder disease, Gastroesophageal Reflux Disease (GERD), Hepatitis A, B, C, Irritable bowel syndrome (IBS), Liver Cancer, Lower GI Endoscopy, Pancreatic.","Endoscopy


Dysphagia


Polypectomy


Pancreatic


Appendicitis


Black Stools


Cholecystitis


Liver Cancer


Hepatitis A/B/C


Chronic Diarrhea


Achalasia Dilation


Gallbladder disease


Diabetes Management


Cirrhosis Of The Liver


Diagnostic Colonoscopy


Therapeutic Colonoscopy


Acid Peptic Disease (APD)


Irritable bowel syndrome (IBS)


Alcohol Injections For Liver Tumors


Gastroesophageal Reflux Disease (GERD)",,,,,,,,,,https://instacare.pk/doctors/karachi/gastroenterologist/prof-dr-akhtar-memon
Prof. Dr. Fatima Mehboob,41 Year,Yes,Rheumatologist,"Prof. Dr. Fatima Mehboob  is a  Rheumatologist . She is having over 40 years of experience in the field of  Rheumatology  and General Medicine. She practices at  Dr.Fatima Mehboob clinic . Her field of interest includes   Abnormal RA factor and ANA, Fibromyalgia, Joint Pains, Obesity Management, Osteoarthritis, Rheumatoid Arthritis, Sjogren syndrome, SLE, Vasculitis","SLE


Amputation


Vasculitis


Joint Pains


Fibromyalgia


Facials Palsy
 

Osteoarthritis


Stroke/Paralysis


Sjogren syndrome


Knee or Joint pain


Obesity Management


Neck & Shoulder pain


Rheumatoid Arthritis


Spinal Cord Diseases


Backache & Sciatica


Abnormal RA factor and ANA


Children & Adult Disabilities


Osteoporosis & Vitamin D Deficiency


Muscular pain & Other Muscular Diseases


Musculoskeletal & Sports Injuries/Sprain & Strain",,,,,,,,,,https://instacare.pk/doctors/lahore/rheumatologist/prof-dr-fatima-mehboob
Dr. Syed Azfer Husain,37 Year,Yes,Pulmonologist,"Dr. Syed Azfer Husain  is a  Pulmonologist  and  General Physician . He is having over 35 years of experience in the field of Pulmonology and practices at  Metropolis Health Hospital . His field of interest includes  Biopsy Of Tumors, Bronchoscopy/ Biopsy, Chest Trauma Surgery, Chest Tube Procedures, Esophagoscopy / Biopsy, Lung Cancer, Procedure for Pleural Effusion, Thoracotomy (Emergency, Benign) .","Lung Cancer


 Bronchoscopy


Biopsy Of Tumors


Chest Trauma Surgery


Chest Tube Procedures


Esophagoscopy / Biopsy


Thoracotomy (Emergency


Procedure for Pleural Effusion",,,Metropolis Health Hospital,"Suit no. 555, Block-C, 5th Floor, The Doctor Plaza, Khayaban E Iqbal, Block 9, Clifton, Karachi",Rs. 2000,"Tuesday
6:00pm - 9:00pm
Thursday

6:00pm - 9:00pm

Saturday

6:00pm - 9:00pm

Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday",,,,https://instacare.pk/doctors/karachi/pulmonologist/dr-syed-azfer-husain
Dr. Sajjad Ahmad,29 Year,No,Nutritionist,"Dr. Sajjad Ahmad  is a  Nutritionist . He is having over 28 years of experience in the field of  Nutrition . He is  practicing at  Optimum Health Clinic . His field of interest includes Mental Health, Bone disorder, Diabetes, Children Health/Growth, Digestive health, Hypertension, PCOs,  Weight management, Workout plans.","PCOs


Weight Gain


Hypertension


Diabetic Diet


Prenatal Diet
 

Bone disorder


Antenatal Diet


Workout plans


Mental Health


Family nutrition


Digestive health


General nutrition


Lifestyle management


Children Health/Growth


Nutritionist For Diabetes",,,,,,,,,,https://instacare.pk/doctors/lahore/nutritionist/dr-sajjad-ahmad
Prof. Dr. Farid Ahmad Khan,37 Year,Yes,Plastic Surgeon,"Prof. Dr. Farid Ahmad Khan  is a Plastic Surgeon. He is having over 36 years of experience in the field of Plastic Surgery and practices at  Al Razi Hospital . His field of interest includes Hair Transplantation, Keloid Treatment, Liposuction Without Anesthesia, Non Surgical Skin Tightening, Skin Care Products, Skin Rejuvenation, Skin/Hair & Nail Diseases.","Fillers


Tummy Tuck


Rhinoplasty


Thread Lift


Skin Toning


Hydrafacial


Hymenoplasty


Face Surgery


Burn Surgery


Hydra Facial


Skin Peeling


Dermal Filler


Ear Reshaping


Hands Surgery


Gynaecomastia


Breast Implant


Breast Surgery


Eyelid Surgery


Skin Whitening


Keloid Treatment


Acne Scars Removal


Laser Hair Removal


Skin Rejuvenation


 Breast Augmentation


Basal Cell Carcinoma


PRP With Micro Needling


Tummy Tuck And Face Lift


Prominent Ear Correction


Chin And Cheek Augmentation


Male Breast Reduction (Gynecomastai)",,,Al Razi Hospital,"2 MM Alam Rd Block C2, Gulberg III, Lahore",Rs. 4000,"Monday
4:00pm - 6:00pm
Tuesday
4:00pm - 6:00pm
Wednesday
4:00pm - 6:00pm
Thursday

4:00pm - 6:00pm

Friday

4:00pm - 6:00pm

Sunday

- 6:00pm",,,,https://instacare.pk/doctors/lahore/plastic-surgeon/prof-dr-farid-ahmad-khan
Kausar Siddique,16 Year,No,Psychologist,"Kausar Siddique  is a   Psychologist . She is having over 14 years of experience in the field of  Psychology  and practices at  Psych Intellects  and  Vital Care Hospital .  Her field of interest includes  Autism Spectrum Disorder, Alcohol And Drug Abuse, Social Anxiety Disorder, Sexual Psychotherapy, Gender Dysphoria, Personal Grooming, Acute Stress Disorder, Attachment Disorder, Bipolar Disorder, Delusional Disorder, Eating Disorder, Insomnia Disorder, Nightmare Disorder, Panic Attacks, Phobias, Postpartum Depression, All Women Issues, Behavioral Therapy, Breakup Counselling, Career Counseling, Childhood And Adolescence Issues, Cognitive Therapy, Family Psychotherapy, Grief And Bereavement Counseling, Group Psychotherapy, Individual Psychotherapy, Marital Psychotherapy, Personality/ IQ Assessment, Psycho-Diagnosis, Psychological Evaluation, Rational Emotive Psychotherapy, Sexual Harassment Counselling, Sleep Disturbances, Stress Management, Work Related Stress, Workshops And Training Sessions","Phobias
 

Depression


Panic Disorder


Panic Attacks


Family Problems


 Anxiety Disorder


Eating Disorder


Bipolar Disorder


Gender Dysphoria


All Women Issues


Insomnia Disorder


Personal Grooming


Career Counseling


Cognitive Therapy


Behavioral Therapy


 Nightmare Disorder


Delusional Disorder


Breakup Counselling


Attachment Disorder


Family Psychotherapy


Sexual Psychotherapy


Acute Stress Disorder


Postpartum Depression


Alcohol And Drug Abuse


Social Anxiety Disorder


Autism Spectrum Disorder


Childhood And Adolescence Issues",,,Psych Intellects,"13 B, Aibak Block, New Garden Town, Lahore",Rs. 2500,"Monday
3:00pm - 6:00pm
Saturday

3:00pm - 6:00pm

Sunday

- 6:00pm

Tuesday
4:00pm - 8:00pm
Wednesday
4:00pm - 8:00pm
Friday

4:00pm - 8:00pm",,,,https://instacare.pk/doctors/lahore/psychologist/kausar-siddique
Dr. Owais Khawar,17 Year,Yes,Sexologist,"Dr. Owais Khawar  is a  Sexologist, Male Sexual Health Specialist and Andrologist . He is having over 15 years of experience in the field of Sexology and practices at  Metropolis Health Hospital ,  Lifeline Polyclinic and  FM General Hospital And Maternity Home   .  His field of interest includes  Male infertility, Female infertility, Male and female Sexual dysfunction, Azoospermia treatment, Premarital counseling, Post-marital counselling, Premature ejaculation, PCOs, IUI and IVF, Urinary incontinence, Renal stones.","PCOs


Renal stones


Male Infertility


Female infertility


Urinary incontinence


Premature ejaculation


Azoospermia treatment


Premarital counseling


Post-marital counselling


Male and female Sexual dysfunction",,,Metropolis Health Hospital,"Suit no. 555, Block-C, 5th Floor, The Doctor Plaza, Khayaban E Iqbal, Block 9, Clifton, Karachi",Rs. 1800,"Monday
7:00pm - 8:00pm
Tuesday
7:00pm - 8:00pm
Wednesday
7:00pm - 8:00pm
Thursday

7:00pm - 8:00pm

Sunday

-- 8:00pm

Saturday

7:30pm - 8:30pm

Monday
6:00pm - 7:30pm
Wednesday
6:00pm - 7:30pm
Saturday

6:00pm - 7:30pm

Sunday

8:00pm- 7:30pm

Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday",,,,https://instacare.pk/doctors/karachi/sexologist/dr-owais-khawar
Dr. Tariq Idris Khan,29 Year,Yes,Maternal Fetal Medicine Specialist,"Dr. Tariq Idris Khan  is a  Maternal Fetal Medicine Specialist and Medical Specialist . H e is having over 28 years of experience in the field of  Maternal Fetal Medicine . She practices at  BCL Consultants Clinic .  His field of interest includes Preconception Counselling, Recurrent miscarriages or deaths in pregnancies, Previous preterm births, Combined clinics with medical genetics & pediatric surgery, Level II & III Ultrasound, NT scan/Doppler scan/Fetal surveillance scan, Prenatal Invasive procedures for chromosomal & genetic diagnosis, Chorionic villous sampling, Amniocentesis, Cardiocentesis,  Fetal blood sampling/ intrauterine transfusion for Rh incompatibility.","Amniocentesis


Cardiocentesis


Previous preterm births


Preconception Counselling


Level II & III Ultrasound


Chorionic villous sampling


NT scan/Doppler scan/Fetal surveillance scan


Recurrent miscarriages or deaths in pregnancies


Combined clinics with medical genetics & pediatric surgery


Prenatal Invasive procedures for chromosomal & genetic diagnosis


Fetal blood sampling/ intrauterine transfusion for Rh incompatibility",,,BCL Consultants Clinic,"Asif Plaza, AKM Fazl-ul-Haq Rd, Block I G 7/2, Blue Area, Islamabad",Rs. 1500,"Monday
10:00am - 5:00pm
Tuesday
10:00am - 5:00pm
Wednesday
10:00am - 5:00pm
Thursday

10:00am - 5:00pm

Friday

10:00am - 5:00pm

Saturday

10:00am - 5:00pm

Sunday

- 5:00pm",,,,https://instacare.pk/doctors/islamabad/maternal-fetal-medicine-specialist/dr-tariq-idris-khan
Ms. Fareeha Naseer,7 Year,No,Psychologist,"Ms. Fareeha Naseer  is a   Psychologist . She is having over 5 years of experience in the field of  Psychology  and practices at  Chinar International Hospital .  Her field of interest includes  Acute Stress Disorder, Eating Disorder, Insomnia Disorder, Nightmare Disorder, Panic Attacks, Phobias, Behavioral Therapy, Career Counseling, Psycho-Diagnosis, Sleep Disturbances, Stress Management, Work Related Stress, Workshops And Training Sessions","Phobias


Panic Attacks


Eating Disorder


Psycho-Diagnosis


Career Counseling


Insomnia Disorder


Stress Management


Behavioral Therapy


Nightmare Disorder


Sleep Disturbances


Work Related Stress


Acute Stress Disorder


 Workshops And Training Sessions",,,Chinar International Hospital,"Main PWD Rd,Block C Police Foundation Near Rahat Bakers, PWD Housing Society, Islamabad",Rs. 2000,,,,,https://instacare.pk/doctors/islamabad/psychologist/ms-fareeha-naseer
Dr. Saima Khan,12 Year,Yes,Dermatologist,"Dr. Saima Khan  is a Dermatologist . She is having over 10 years of experience in the field of Dermatology and practices at  The Skin Care Clinic (Dr. Saima Khan) .  Her field of interest includes  Acne, Acne and Pimples Treatment, Acne Treatment, Alopecia,  Anti Aging Treatment ,  Antihistamine  Treatment   , Chemical Peel, Cosmetic Surgeon, Cryotherapy & Electrocautery For Removal Of Warts, Dermaroller, Head  Lice , Laser Resurfacing, Melasma.","Rashes


Pimples


Alopecia


Sun Damage


Psoriasis


Anti Aging


Hydrafacial


Skin Toning


Eye Brow Lift


Skin Peeling


PRP Treatment


Nail Infections


Acne Treatment


Laser Treatment


Chemical Peeling


Melasma Treatment


Acne Scars Removal


 Skin Rejuvenation


Acne Scar Treatment


Laser Hair Removal


Hair Fall Treatment


Skin Tone Improvements


Antihistamine Treatment


Skin Allergy Treatment


Removal Of Moles & Warts


Cryotherapy And Electrocautery


Pigmentation And Skin Lightening",,,,,,,,,,https://instacare.pk/doctors/islamabad/dermatologist/dr-saima-khan
Dr. Nuzhat Mushahid,35 Year,Yes,Hematologist,"Dr. Nuzhat Mushahid  is a Hematologist. She is having over 34 years of experience in the field of Hematology and practices at  Mega Medical Complex  and  PFS Blood Bank . Her field of interest includes  Autoimmune Thrombocytopenia, Immune Thrombocytopenia (ITP), Pediatric Thrombocytopenia, Thrombocytopenia (low Platelet Count), Thrombocytopenia, Thalassemia, Acute Lymphocytic Leukemia, Acute Myelogenous Leukemia, Amyloidosis, Aplastic Anemia, Autoimmune Hemolytic Anemias, Benign Hematologic Conditions, Bleeding Disorders, Castleman Disease, Chronic Lymphocytic Leukemia, Chronic Myelogenous Leukemia, Chronic Myelomonocytic Leukemia, Cryoglobulinemia, Cutaneous T-Cell Lymphoma, Essential Thrombocythemia, Fanconi Anemia, Hairy Cell Leukemia, Hemoglobinopathies, Hereditary Hemolytic Anemias, Hodgkins Lymphoma, Hypereosinophilic SyndromeIron Deficiency Anemia, Large Granular Lymphocyte Disorders, Lymphoma, Macroglobulinemia, Monoclonal Gammopathy Of Undetermined Significance (MGUS), Multiple Myeloma, Myelodysplastic Syndromes, Myelofibrosis, Myeloproliferative Disorders, Natural Killer Cell Leukemia, Non-Hodgkins Lymphoma, Osteosclerotic Myeloma, Paroxysmal Nocturnal Hemoglobinuria, Pediatric White Blood Cell Disorders, Poems Syndrome, Polycythemia Vera, Sickle Cell Anemia, Systemic Capillary Leak Syndrome, Systemic Mastocytosis, Thrombocytosis, Vitamin Deficiency Anemia, Von Willebrand Disease, Waldenstrom Macroglobulinemia, White Blood Cell Disorders, Clotting Disorders, Coagulation.","Coagulation


Amyloidosis


Fanconi Anemia


Cryoglobulinemia


Thrombocytopenia


Bleeding Disorders


Hemoglobinopathies


Castleman Disease


 AcuteMyelogenous Leukemia


Essential Thrombocythemia


Acute Lymphocytic Leukemia


Autoimmune Thrombocytopenia


Pediatric Thrombocytopenia


Autoimmune Hemolytic Anemias


Chronic Lymphocytic Leukemia


Chronic Myelogenous Leukemia


Benign Hematologic Conditions


Hereditary Hemolytic Anemias


Immune Thrombocytopenia (ITP)


Chronic Myelomonocytic Leukemia


Thrombocytopenia (low Platelet Count)",,,,,,,,,,https://instacare.pk/doctors/rawalpindi/hematologist/dr-nuzhat-mushahid
Dr. Raheela Javed,27 Year,Yes,Gynecologist,"Dr. Raheela Javed  is a  Gynecologist .  She is having over 25 years of experience in the field of  Gynecology . She practices at  Iqbal Medical Centre .  Her field of interest includes  Infertility Treatment, Laparoscopy, Epidural Analgesia, Painless Delivery, Chorionic Villous Amniocentesis, Laproscopy And Hysteroscopy, Caesarean Section/ C-Section, Clinical Breast Examination (CBE), Tubal Ligation, Abnormal Bleeding, Aesthetic Gynecology, Aesthetic Gynecology For Vaginal Laxity, Antenatal Checkup, Antenatal Exercises, Chorionic Villous Sampling, Contraception Advice, IUCD (Coil) Pacement, Ovarian Cyst, Pap Smear, Post-Menopausal Bleeding, Sexual Dysfunction Among Women,  TVS And Obstetrical Ultrasound, Urine Leakage, Vaginal Trauma After Child Birth","PCOS


Pap Smear


Miscarriage


Laparoscopy


Ovarian Cyst


Urine Leakage


Tubal Ligation


Normal Delivery


Abnormal Bleeding


Antenatal Checkup


Treatment of PCO


Bladder Prolapse


Painless Delivery


Hormone Disorders


Obesity Management


Antenatal Exercises


Epidural Analgesia


Aesthetic Gynecology


 Contraception Advice


IUCD (Coil) Pacement


Infertility Treatment


Post-Menopausal Bleeding


Chorionic Villous Sampling


Laproscopy And Hysteroscopy


Caesarean Section/ C-Section


Sexual Dysfunction Among Women


TVS And Obstetrical Ultrasound


Chorionic Villous Amniocentesis


Vaginal Trauma After Child Birth


Clinical Breast Examination (CBE)


Aesthetic Gynecology For Vaginal Laxity",,,,,,,,,,https://instacare.pk/doctors/rawalpindi/gynecologist/dr-raheela-javed
Dr. Shagufta Vilayat,38 Year,Yes,Gynecologist,"Dr. Shagufta Vilayat  is a Gynecologist and Obstetrician.  She is having over 38 years of experience in the field of  Gynecology  and Obstetrician. She practices at  Anum Hospital .  Her field of interest includes  Infertility Treatment, Laparoscopy, Epidural Analgesia, Painless Delivery, Chorionic Villous Amniocentesis,  Laparoscopy And Hysteroscopy, Caesarean Section/ C-Section, Clinical Breast Examination (CBE), Normal Delivery, Tubal Ligation, Amenorrhea (missed Periods), Uterine Prolapse, Congenital Abnormalities, Fibroids (Uterine), Hormone Disorders, Ovarian Hypofunction, Abnormal Bleeding, Aesthetic Gynecology, Aesthetic Gynecology For Vaginal Laxity, Antenatal Checkup, Antenatal Exercises, Chorionic Villous Sampling, Contraception Advice, IUCD (Coil)  Placement, Ovarian Cyst, Pap Smear, Post-Menopausal Bleeding, Sexual Dysfunction Among Women, TVS And Obstetrical Ultrasound, Urine Leakage, Vaginal Trauma After Child Birth.","Pap Smear


Ante natal


Laparoscopy


Post natal


Anti aging


Ovarian Cyst


Antenatal Care


Normal Delivery


Vaginal laxity


Abnormal Bleeding


Antenatal Checkup


Bladder Prolapse


Painless Delivery


Hormone Disorders


Fibroid treatment


Fibroids (Uterine)


Fibriod Treatment


Cervical screening


Antenatal Exercises


Epidural Analgesia


Aesthetic Gynecology


Ovarian Hypofunction


Infertility Treatment


Gynecological problems


Congenital Abnormalities


Gynaecological Surgeries


Amenorrhea (missed Periods)",,,Anum Hospital,"C24, W645+CR2, Khokhrapar Number 2, Extension Colony Pak Kausar Town, Malir, Karachi",Rs. 500,"Monday
11:30am - 2:00pm
Tuesday
11:30am - 2:00pm
Wednesday
11:30am - 2:00pm
Thursday

11:30am - 2:00pm

Friday

11:30am - 2:00pm

Saturday

11:30am - 2:00pm

Sunday

- 2:00pm",,,,https://instacare.pk/doctors/karachi/gynecologist/dr-shagufta-vilayat
Assist. Prof. Dr. Syed Zahid Qutab,14 Year,Yes,Psychiatrist,"Assist. Prof. Dr. Syed Zahid Qutab  is a Psychiatrist . He is having over 10 years of experience in the field of  Psychiatry  and practices at  PSYCARE Hospital ,  Gondal Medical Complex and  Central Hospital (Gujranwala) .  His field of interest includes  Autism, Cognitive Behavioral Therapy, Drug Abuse, Anxiety, Geriatric Problems, Aggressive Behavior, Agitation, Alzheimers, Body Dysmorphic Disorder, Borderline Personality Disorder, Dependent Personality Disorder, Dissociative Identity Disorder, Intellectual Disability, Intermittent Explosive Disorder, Neurosis, Paranoid Disorder, Psychosis, Schizophrenia, Abnormal, Unusual, Strange Behavior, Addiction, Adolescent Problems, Alcohol Addiction, Behaviour Thought Problems, Career Counselling, Concentration Problems, Crisis Management, Emotional Outbursts, General Psychiatry, Mental Health, Suicidal Tendency","Anxiety


Phobia


Neurosis


Addiction


Drug Abuse


Somatoform


Psychosexual


Mental Health


ADHD Treatment


Panic Disorder


Paranoid Disorder
 

Alcohol Addiction


Suicidal Tendency


Crisis Management


Career Counselling


General Psychiatry


Anxiety disorders


Geriatric Problems


Adolescent Problems


Depressive Disorder


Aggressive Behavior


Emotional Outbursts


Depression Treatment


Personality Disorder


Mental Health Treatment


Behaviour Thought Problems


Anxiety Disorders Treatment


Cognitive Behavioral Therapy


Abnormal, Unusual, Strange Behavior


Social Anxiety Disorders Treatment",,,PSYCARE Hospital,"Hospital Road near Muneer Chowk, Civil lines, Gujranwala",Rs. 2000,"Monday
5:00pm - 9:30pm
Wednesday
5:00pm - 9:30pm
Thursday

5:00pm - 9:30pm

Friday

5:00pm - 9:30pm

Sunday

5:00pm- 9:30pm

Tuesday
4:00pm - 7:00pm
Saturday

 4:00pm - 7:00pm

Tuesday
7:30pm - 9:30pm
Saturday

7:30pm - 9:30pm

Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday
Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday",,,,https://instacare.pk/doctors/lahore/psychiatrist/assist-prof-dr-syed-zahid-qutab
Dr. Shahzad Saeed,30 Year,Yes,Eye Specialist,"Dr. Shahzad Saeed  is a Ophthalmologist . He is having over 28 years of experience in the field of ophthalmology and practices at  The Diabetes Centre .  His field of interest includes Dry Eye, Advance Refraction, Artificial Eye, Cataract Surgery With Phacoemulsification, Conjunctivitis, Contact Lens, Corneal Transplant, Diabetic Eye Care, Diabetic Eye Disease, Glaucoma, Lasik Surgery, Low Vision, Ocular Trauma, Orbit Oculoplasty, Pediatric Diseases Of Eye, Pediatric Optometry, Red Eye, Refractive Surgery(PRK And LASIK), Spectacles, Squint Surgery, Squit, Stye, Vitreo Retina.","Stye


Red Eye


Dry Eye


Spectacles


Low Vision


Contact Lens


Femto Lasik


Lasik Surgery


Ocular Trauma


Artificial Eye


Conjunctivitis


Eyelid Surgery


Orbit Oculoplasty


Diabetic Eye Care


Advance Refraction


Pediatric Optometry


 Vitro-Retinl Surgery


Squint Cosmetic Surgery


Refractive Surgery( PRK And LASIK)


Cataract Surgery With Phacoemulsification",,,,,,,,,,https://instacare.pk/doctors/islamabad/eye-specialist/dr-shahzad-saeed
Dr. Saleem Uz Zaman Adhami,31 Year,Yes,Pulmonologist,"Infectious Including Pneumonia, Rhinitis And Respiratory Allergies, Wheezing .","Allergy


Wheezing


Mucous Plugs


Bronchoscopy


Mucosal Edema


Breathlessness


Allergic Rhintis


Chronic Bronchillis


Invasive Ventilation


 Bronchiectatic Disease


CoughWith Viscous Sputum


Pneumonia After Acute Stage


Discharging With Difficulties


Rhinitis And Respiratory Allergies


Allergies To Industrial And Household


Respiratory Infectious Including Pneumonia


Frequent Acute Disorders Of Respiratory Tract",,,Chughtai Medical Center Dha phase 2,"CCA plaza no 09 Lalik jan chowk Sector T Sector S, Dha phase 2, Lahore",Rs. 3500,"Monday
3:00pm - 5:00pm
Tuesday
3:00pm - 5:00pm
Wednesday
3:00pm - 5:00pm
Thursday

3:00pm - 5:00pm

Friday

3:00pm - 5:00pm

Sunday

- 5:00pm",,,,https://instacare.pk/doctors/lahore/pulmonologist/dr-saleem-uz-zaman-adhami
Dr. Syed Shadab Ahmed,40 Year,Yes,Pediatrician,"Dr. Syed Shadab Ahmed  is a Pediatrician . He is having over 40 years of experience in the field of  Pediatrics  and practices at  Reliance Hospital .  His field of interest includes  Autism, Cerebral Palsy, Asthma, Genetic Defects, Asthma, Headaches, Abdominal Pain, Enuresis, ADHD, Allergies,  Behavior Problems, Brain Conditions, Constipation, Developmental Delay, Developmental Dysplasia, Encopresis, Faecal Incontinenceor, Fragile X Syndrome, Poor Growth, Sleep Problems, Adolescent Medicine, Complete Vaccination, Diarrhea, Gastroenterological Problems, Hematogic Complications, Immunization, Immunologic Complications, Management Of Pediatric Illness, Newborn Babies Health Problems, Newborn Illnesses, Nutrition Assessment, Opd Consultation, Respiratory Complications, Respiratory Tract Infections, Short Stature, Underweight Children,, Vaccination Against Chicken Pox, Vaccination Against Flu, Vaccination Against Hepatitis, Vaccination Against Measles, Vaccination Against Meningitis, Vaccination Against Mumps, Vaccination Against Pneumonia, Vaccination Against Polio, Vaccination Against Rubella, Vaccination Against Tb, Vaccination Against Tetanus, Vaccination Against Typhoid.","ADHD


Autism


Diarrhea


Allergies


Asthma TB
 

Poor Growth


Immunization


Constipation


Renal Issues


 Short Stature


Vaccinations


Blood Disorder


Cerebral Palsy


Sleep Problems


Genetic Defects


Brain Conditions


Newborn Illnesses


Seizures Problems


Fragile X Syndrome


Adolescent Medicine


Developmental Delay


Allergy In Children


Dietary Consultation


Developmental Dysplasia


Vaccination Against Polio


Respiratory Tract Infections",,,Reliance Hospital,"132 Civic Center- Phase 4 Near KFC, Bahria Town, Islamabad",Rs. 2000,"Monday
11:00am - 2:00pm
Tuesday
11:00am - 2:00pm
Wednesday
11:00am - 2:00pm
Thursday

11:00am - 2:00pm

Friday

11:00am - 2:00pm

Saturday

11:00am - 2:00pm

Sunday

- 2:00pm",,,,https://instacare.pk/doctors/islamabad/pediatrician/dr-syed-shadab-ahmed
Dr. Naimatullah,37 Year,Yes,Dermatologist,"Dr. Naimatullah   is a  Dermatologist . He is having over 36 years of experience in the field of Dermatology and practices at  Advanced International Hospital  and  Capital International Hospital .  His field of interest includes  Cryotherapy And Electrocautery, Q Switch, Burn Surgery, Gynecomastia, Prp Derma Pen, Carbon Facial, Thread Lift, Lip Augmentation, Hair Removal Laser, Pigmentation And Skin Lightening, Dermatitis, Hyperhidrosis, Men's Skin Conditions, Rashes, Sun Damage, 3 D HIFU, Pediatric Dermatology, Alopecia, Bacterial Infections, Breast Augmentation, Carbon Peel, CIT For Skin Tightening And Scar Correction, Double Chin Treatment,  Electrocautery, Eye Brow Lift, Facial Contouring By Fillers, Fat Fillers, Laser And Facial Aesthetician, Laser Treatment, Melasma Treatment, Microdermabrasion, Nail Infections, Phototherapy, PRP And Endoret For Hairs, RF For Skin Tightening, Skin Surgery And Diagnostic Biopsy, Skin Tone Improvements, Tinea Capitis, Vampire Facelift, Vampire Facial, Vitiligo Treatment, Wart Removal.","Pimples


3 D HIFU


Alopecia


Dermatitis


Anti Aging


Carbon Peel


Burn Surgery


Phototherapy
 

Hydrafacial


Mesotherapy


Skin Toning


Carbon Facial


Eye Brow Lift


Skin Peeling


Hyperhidrosis


PRP Treatment


Electrocauteri


Laser Treatment


Nail Infections


Lip Augmentation


Chemical Peeling


Melasma Treatment


Acne Scar Treatment


CO2 Fractional Laser


Double Chin Treatment",,,Advanced International Hospital,"12-G, G-8 Markaz, Islamabad",Rs. 2000,"Tuesday
11:00am - 4:00pm
Wednesday
11:00am - 4:00pm
Thursday

11:00am - 4:00pm

Friday

11:00am - 4:00pm

Saturday

11:00am - 4:00pm

Monday
6:00pm - 9:00pm
Tuesday
6:00pm - 9:00pm
Wednesday
6:00pm - 9:00pm
Thursday

6:00pm - 9:00pm

Friday

6:00pm - 9:00pm

Saturday

6:00pm - 9:00pm

Sunday

- 9:00pm",,,,https://instacare.pk/doctors/islamabad/dermatologist/dr-naimatullah
Assoc. Prof. Dr. Shahid Mukhtar,17 Year,Yes,Neurologist,"Assoc. Prof. Dr. Shahid Mukhtar  is a  Neurologist . He is having over 15 years of experience in the field of   Neurology . He practices at  Farooq Hospital Lahore .  His field of interest includes  ALS, Autism, Dementia, Dizziness, Epilepsy, Facial Pain, Headache, Memory Loss, Meningitis, Migraine, Movement Disorders, Multiple Sclerosis (MS), Neck Pain, Neuro Psychiatric Disorders, Neurological Diseases, Neuromuscular Disorders, Parkinson's Disease, Progressive Supranuclear Palsy (PSP), Seizures, Sleep Disorders, S pinal Cord Issu es, Stroke, Vertigo","Autism


Dementia


Meningitis


Sleep Disorder


Migraine Treatment


Epilepsy Treatment


Dizziness And Stroke


Facial Pain And Headache


Multiple Sclerosis/Neuromyelitis Optica",,,Farooq Hospital Lahore,"2-3, Asif Block, Main Boulevard, Allama Iqbal Town, Lahore",Rs. 2000,"Monday
8:00pm - 10:00pm
Tuesday
8:00pm - 10:00pm
Wednesday
8:00pm - 10:00pm
Thursday

8:00pm - 10:00pm

Friday

8:00pm - 10:00pm

Sunday

- 10:00pm",,,,https://instacare.pk/doctors/lahore/neurologist/assoc-prof-dr-shahid-mukhtar
